,Status,Gender,Education,Income,Card Type,Months_Inactive_12_mon,Total_Revolving_Bal,Avg_Utilization_Ratio,MaritalDependentRatio,CreditUsage,AvgTransValue,TenureByAge
7536,1,0,0,3,0,1,1832,0.901,0.25,0.1,55.54,0.68
7538,1,0,2,2,0,2,764,0.131,0.17,0.87,55.11,0.86
7542,1,0,2,2,0,2,0,0.0,0.17,1.0,54.46,0.76
7543,1,1,1,0,0,2,869,0.604,0.17,0.4,60.57,0.81
7549,1,1,0,1,0,1,958,0.49,0.12,0.51,65.49,0.8
7553,1,0,1,4,0,3,1792,0.181,0.5,0.82,57.61,0.61
7554,1,0,1,3,0,2,1176,0.477,0.17,0.52,64.99,0.79
7558,1,1,2,1,0,1,1231,0.55,0.25,0.45,51.03,0.65
7560,1,1,1,0,0,4,1384,0.332,0.5,0.67,48.21,0.83
7562,1,1,0,0,0,3,0,0.0,0.17,1.0,68.59,0.86
7563,1,0,0,4,0,2,2364,0.079,0.17,0.92,55.62,0.65
7567,1,1,1,0,0,2,2053,0.737,0.1,0.26,65.12,0.56
7575,1,0,1,4,0,2,889,0.169,0.33,0.83,55.8,0.78
7578,1,0,2,3,0,1,0,0.0,0.08,1.0,61.83,0.83
7581,1,1,2,0,0,3,786,0.546,0.5,0.45,63.97,0.88
7583,1,1,2,0,0,3,1566,0.628,0.25,0.37,54.08,0.91
7584,1,1,4,0,0,3,2452,0.913,0.5,0.09,57.99,0.68
7586,-1,1,1,0,0,3,731,0.174,0.5,0.83,62.27,0.74
7588,1,0,3,2,0,2,2517,0.141,0.12,0.86,59.64,0.73
7591,1,0,1,2,0,3,2356,0.245,0.25,0.75,56.6,0.9
7592,1,0,0,2,0,2,2517,0.789,0.17,0.21,48.69,0.84
7597,1,0,2,2,0,3,1667,0.419,0.25,0.58,63.36,0.79
7598,1,1,1,0,0,2,808,0.414,0.17,0.59,69.96,0.67
7601,1,1,3,1,0,3,716,0.245,0.17,0.76,54.09,0.79
7604,-1,1,2,0,0,3,0,0.0,0.25,1.0,57.05,0.67
7606,-1,0,0,3,0,3,0,0.0,0.25,1.0,50.78,0.74
7611,1,1,1,0,0,3,1981,0.809,0.25,0.19,65.94,0.89
7618,-1,1,2,0,0,3,0,0.0,0.33,1.0,59.08,0.83
7623,1,1,1,0,0,1,944,0.517,0.08,0.48,69.66,0.55
7624,-1,1,4,1,0,2,0,0.0,0.33,1.0,47.48,0.68
7625,1,1,1,0,0,3,0,0.0,0.33,1.0,56.3,1.03
7629,1,1,1,1,1,3,1487,0.092,0.12,0.91,79.96,0.87
7630,1,0,1,4,0,2,1925,0.164,0.5,0.84,66.44,0.7
7632,1,1,1,0,0,1,1288,0.487,0.25,0.51,60.64,0.76
7637,1,1,4,0,0,3,0,0.0,0.12,1.0,52.79,0.72
7639,1,0,2,4,0,3,0,0.0,0.25,1.0,70.04,0.87
7641,1,1,3,0,0,1,1879,0.736,0.33,0.26,52.57,0.89
7643,1,1,2,1,0,1,775,0.456,0.33,0.54,62.97,0.89
7647,1,0,1,3,0,1,1787,0.59,0.1,0.41,55.18,0.88
7648,1,0,1,3,1,2,0,0.0,0.17,1.0,45.21,0.79
7649,-1,1,0,0,0,3,1853,0.995,0.17,0.01,61.55,0.61
7653,1,0,2,1,1,2,1291,0.083,0.2,0.92,51.86,0.85
7654,1,1,0,0,0,1,793,0.389,0.17,0.61,52.43,0.6
7660,-1,1,2,0,0,3,0,0.0,0.33,1.0,41.52,1.06
7662,-1,0,0,2,0,2,1881,0.284,0.12,0.72,59.14,0.56
7663,-1,1,0,0,0,3,0,0.0,0.25,1.0,50.05,0.83
7665,1,1,0,0,0,2,971,0.3,0.12,0.7,56.18,0.76
7667,-1,0,1,3,0,3,493,0.102,0.17,0.9,41.56,0.79
7668,1,1,1,0,0,1,0,0.0,0.25,1.0,62.57,0.8
7669,1,1,0,0,0,3,541,0.376,0.12,0.62,59.61,0.82
7672,-1,1,1,0,0,3,0,0.0,0.12,1.0,56.07,0.82
7673,1,1,1,0,0,2,2208,0.785,0.17,0.22,66.04,0.78
7674,1,1,3,0,0,3,0,0.0,0.17,1.0,62.23,0.83
7676,-1,1,0,0,0,3,2463,0.897,0.25,0.1,63.23,0.78
7678,1,1,0,0,0,3,1486,0.591,0.25,0.41,51.78,0.9
7679,1,1,1,0,0,3,1785,0.955,0.17,0.05,49.4,0.57
7681,1,1,1,0,0,3,2133,0.702,0.2,0.3,57.64,0.71
7682,1,1,0,0,0,2,1276,0.644,0.25,0.36,67.58,0.74
7684,1,0,0,4,0,2,1743,0.564,0.12,0.44,57.44,0.87
7692,1,1,0,0,0,2,1215,0.622,0.12,0.38,59.07,0.91
7694,1,1,1,0,0,3,0,0.0,0.12,1.0,60.29,0.84
7696,1,1,1,0,0,2,1980,0.528,0.5,0.47,73.67,0.58
7697,1,1,2,1,0,3,2517,0.674,0.1,0.33,55.08,0.86
7700,1,1,4,1,0,2,1867,0.679,0.33,0.32,57.52,1.09
7702,1,1,2,0,0,1,1998,0.784,0.25,0.22,59.52,0.59
7703,1,1,2,0,0,1,949,0.637,0.25,0.36,49.67,0.89
7709,1,1,3,0,0,2,878,0.243,1.0,0.76,71.26,0.91
7710,1,1,0,0,0,3,2114,0.657,0.5,0.34,55.84,0.64
7715,1,1,2,0,0,3,2517,0.672,0.1,0.33,58.33,0.85
7716,-1,0,0,2,0,3,2189,0.189,0.1,0.81,55.21,0.83
7721,1,0,0,4,0,1,590,0.068,0.25,0.93,61.1,0.71
7726,1,0,1,2,0,3,2465,0.317,0.1,0.68,61.91,0.72
7731,1,1,4,0,0,1,1176,0.202,0.17,0.8,51.3,0.69
7733,1,1,2,1,0,3,1520,0.825,0.25,0.18,51.4,0.91
7736,1,0,1,3,0,3,0,0.0,0.25,1.0,69.71,0.84
7741,1,0,0,3,0,1,1618,0.83,0.25,0.17,71.43,0.73
7743,1,1,0,0,0,3,2047,0.545,0.25,0.46,62.38,0.62
7745,1,1,0,1,0,1,1912,0.175,0.33,0.83,42.21,0.82
7746,1,1,1,0,0,1,2517,0.736,0.25,0.26,58.6,0.64
7747,1,1,0,0,0,1,778,0.25,0.33,0.75,47.47,0.77
7749,1,1,0,0,0,1,907,0.489,0.08,0.51,51.74,0.84
7750,1,1,0,1,0,1,1119,0.519,0.2,0.48,59.79,0.77
7751,1,1,2,0,0,3,2517,0.607,0.1,0.39,60.79,0.86
7752,1,0,4,2,0,2,1229,0.552,0.17,0.45,64.0,0.78
7753,1,1,1,1,0,2,0,0.0,0.17,1.0,49.92,0.75
7755,-1,1,1,0,0,3,0,0.0,0.25,1.0,41.47,0.69
7761,-1,1,3,0,0,4,0,0.0,0.25,1.0,44.4,0.87
7764,1,1,3,1,0,1,2395,0.536,0.33,0.46,59.37,0.74
7766,-1,1,1,0,0,2,872,0.561,0.2,0.44,44.16,0.69
7768,-1,0,0,4,0,3,468,0.09,0.2,0.91,55.88,0.81
7771,1,1,1,0,0,2,0,0.0,0.5,1.0,56.12,0.88
7772,1,1,2,0,0,2,2517,0.753,0.25,0.25,72.2,0.84
7773,1,0,0,0,0,1,2517,0.361,0.25,0.64,55.42,0.89
7774,-1,0,1,4,0,2,1331,0.077,0.2,0.92,50.66,0.7
7775,1,0,3,1,0,2,0,0.0,0.33,1.0,59.54,0.88
7776,1,1,2,0,0,2,0,0.0,0.17,1.0,63.35,0.78
7779,1,0,2,3,0,3,0,0.0,0.1,1.0,54.13,0.79
7780,1,1,0,0,0,3,1139,0.535,0.33,0.47,61.77,0.81
7781,1,1,0,0,0,2,1404,0.537,0.25,0.46,56.49,0.72
7782,-1,1,0,1,0,3,965,0.306,0.12,0.69,56.9,0.85
7783,-1,1,2,0,0,2,0,0.0,0.25,1.0,39.62,1.0
7784,1,1,0,0,0,3,0,0.0,0.25,1.0,71.61,0.73
7785,1,1,2,0,0,1,2517,0.456,0.25,0.54,52.12,0.82
7786,-1,1,0,0,0,2,0,0.0,0.17,1.0,76.05,0.7
7789,1,1,1,0,0,1,0,0.0,0.17,1.0,68.19,0.75
7791,1,0,1,2,0,2,2517,0.236,0.5,0.76,55.39,0.88
7792,1,1,1,0,0,3,2372,0.797,0.12,0.2,57.82,0.76
7793,-1,1,1,0,0,3,2517,0.38,0.12,0.62,51.98,0.9
7795,1,0,1,2,0,1,1722,0.16,0.33,0.84,57.7,0.75
7796,1,1,1,0,0,3,1781,0.905,0.2,0.1,73.72,0.78
7797,1,0,4,0,0,2,1247,0.32,0.17,0.68,59.37,0.8
7799,1,0,2,2,1,1,2052,0.059,0.12,0.94,56.61,0.85
7800,1,1,1,0,0,1,1167,0.412,0.25,0.59,68.62,0.64
7805,1,0,1,2,0,1,1724,0.081,0.12,0.92,62.54,0.85
7814,1,1,3,0,0,3,0,0.0,0.08,1.0,54.87,0.79
7815,1,0,1,2,1,2,1495,0.043,0.33,0.96,46.39,0.82
7819,1,1,2,1,0,1,2136,0.83,0.1,0.17,63.46,0.86
7821,1,0,1,3,0,2,959,0.131,0.33,0.87,59.09,0.82
7824,1,1,4,1,0,3,809,0.221,0.33,0.78,67.37,0.72
7828,1,1,0,1,0,1,0,0.0,0.25,1.0,55.52,0.91
7829,1,1,0,0,0,2,1185,0.742,0.25,0.26,68.88,0.88
7832,1,1,1,1,0,3,2033,0.86,0.25,0.14,59.15,0.71
7833,1,1,0,0,0,2,923,0.185,0.1,0.81,81.05,0.84
7838,1,0,1,2,0,3,1396,0.259,0.5,0.74,57.84,0.78
7839,1,1,0,0,0,3,965,0.671,0.12,0.33,51.63,0.75
7842,1,0,0,4,0,2,1259,0.502,0.17,0.5,61.11,0.69
7845,1,1,1,0,1,3,0,0.0,0.33,1.0,61.99,0.74
7846,-1,0,1,4,0,3,1476,0.855,0.17,0.14,53.06,0.85
7847,1,1,2,0,0,1,2517,0.876,0.5,0.12,68.97,0.83
7848,1,1,4,0,0,3,0,0.0,0.17,1.0,48.23,0.79
7849,-1,1,2,0,0,3,0,0.0,0.17,1.0,56.16,0.77
7852,1,1,3,0,0,1,0,0.0,0.17,1.0,68.32,0.92
7855,-1,1,1,0,0,3,0,0.0,0.1,1.0,56.8,0.74
7856,-1,0,2,4,0,4,357,0.075,0.25,0.93,60.88,0.8
7859,1,1,0,0,0,2,851,0.117,0.5,0.88,51.12,0.89
7862,1,0,1,3,0,2,1641,0.394,0.17,0.61,52.89,0.76
7864,-1,1,1,1,0,3,2430,0.898,0.5,0.1,60.51,0.86
7865,1,0,0,4,0,2,1454,0.389,0.25,0.61,85.9,0.68
7866,1,1,2,0,0,2,1047,0.627,0.5,0.37,65.68,0.6
7867,1,1,2,0,0,3,2262,0.689,0.12,0.31,55.64,0.84
7868,1,1,3,0,0,3,710,0.464,0.17,0.54,58.65,0.9
7869,1,1,3,0,0,3,1897,0.756,0.17,0.24,65.36,0.85
7873,1,0,1,4,0,2,1122,0.228,0.25,0.77,55.32,0.76
7874,1,1,0,0,0,6,1419,0.619,0.17,0.38,55.53,0.77
7877,1,0,3,3,0,2,2015,0.339,0.33,0.66,52.07,0.8
7880,1,0,0,3,0,2,0,0.0,0.33,1.0,50.98,0.71
7882,1,1,1,1,0,1,1600,0.288,0.5,0.71,65.17,0.5
7884,1,1,1,0,0,1,0,0.0,0.25,1.0,60.88,0.37
7889,1,1,1,1,0,3,1780,0.76,0.25,0.24,66.24,0.85
7892,1,1,2,0,0,3,2216,0.797,0.33,0.2,63.85,0.77
7897,-1,1,4,0,0,2,0,0.0,0.25,1.0,57.66,0.52
7901,-1,0,1,2,0,3,0,0.0,0.25,1.0,46.8,0.85
7908,1,0,3,2,0,2,0,0.0,0.2,1.0,66.56,0.64
7909,1,1,4,0,0,2,1479,0.69,0.25,0.31,57.19,0.8
7910,1,1,2,0,0,3,1779,0.36,1.0,0.64,56.07,0.82
7911,1,1,1,0,0,3,1334,0.694,0.1,0.31,50.13,0.67
7914,-1,1,4,0,0,3,1012,0.609,0.2,0.39,71.82,0.8
7917,1,0,2,2,0,2,1670,0.332,0.2,0.67,65.36,0.54
7920,1,1,2,0,0,2,1904,0.924,0.25,0.08,52.09,0.68
7925,1,1,1,0,0,3,2517,0.819,0.5,0.18,63.09,0.78
7930,1,1,1,0,0,1,0,0.0,0.17,1.0,71.54,0.87
7931,1,0,2,1,0,3,0,0.0,0.12,1.0,62.47,0.82
7932,-1,0,2,2,0,3,0,0.0,0.25,1.0,50.53,0.77
7933,1,1,2,0,0,1,1093,0.661,0.33,0.34,56.05,0.88
7934,1,1,0,0,0,3,999,0.647,0.1,0.35,79.53,0.73
7935,1,0,0,3,0,2,972,0.269,0.25,0.73,67.11,0.9
7936,1,0,1,2,0,2,1064,0.31,0.12,0.69,67.24,0.65
7938,1,1,4,0,0,3,1517,0.574,0.33,0.43,58.01,0.72
7939,1,1,2,1,0,2,603,0.173,0.5,0.83,56.25,0.83
7942,1,1,0,0,0,1,0,0.0,0.12,1.0,63.89,0.79
7943,-1,1,1,0,0,1,0,0.0,0.5,1.0,66.03,0.67
7944,1,1,0,0,0,2,1201,0.413,0.5,0.59,62.21,0.76
7945,1,1,3,1,0,3,0,0.0,0.1,1.0,58.97,0.8
7946,1,1,2,0,0,1,0,0.0,0.17,1.0,47.0,0.7
7951,1,1,1,0,0,1,0,0.0,0.17,1.0,74.86,0.71
7952,1,1,1,1,0,4,2500,0.482,0.33,0.52,58.96,0.7
7956,1,1,2,1,0,1,1144,0.497,0.25,0.5,53.0,0.87
7960,1,1,2,0,0,3,861,0.346,0.12,0.65,58.37,0.89
7961,1,1,2,0,0,3,1763,0.721,0.1,0.28,57.47,0.72
7965,1,1,2,0,0,3,0,0.0,0.17,1.0,51.08,0.77
7966,-1,1,3,0,0,2,1486,0.816,0.17,0.18,65.67,0.72
7967,1,1,1,0,0,3,0,0.0,0.1,1.0,63.88,0.82
7969,1,1,1,0,0,3,556,0.367,0.17,0.63,60.74,0.89
7970,-1,1,1,0,0,2,0,0.0,0.5,1.0,79.72,0.64
7971,-1,0,0,4,0,2,0,0.0,0.17,1.0,47.16,0.72
7974,-1,1,1,0,0,3,0,0.0,0.12,1.0,58.69,0.86
7975,1,0,0,2,0,3,1349,0.29,0.25,0.71,60.24,0.84
7982,1,1,3,0,0,2,1335,0.399,0.33,0.6,55.12,0.72
7983,1,0,1,4,0,1,1427,0.041,0.08,0.96,57.8,0.78
7987,1,0,1,3,0,2,727,0.077,0.33,0.92,40.65,0.83
7988,1,0,2,1,0,3,847,0.091,0.25,0.91,50.88,0.68
7991,1,0,1,2,0,2,1952,0.195,0.12,0.81,65.16,0.88
7993,1,1,0,1,0,3,1734,0.564,0.17,0.44,58.21,0.71
7997,-1,1,2,0,0,2,0,0.0,0.2,1.0,42.67,0.65
7998,-1,1,3,1,0,2,2517,0.779,0.25,0.22,41.84,0.97
8001,1,1,2,0,0,1,2057,0.952,0.33,0.05,48.58,0.81
8004,1,0,2,2,0,1,1433,0.14,0.33,0.86,56.87,0.89
8005,1,1,0,0,0,1,0,0.0,0.12,1.0,57.87,0.69
8009,1,0,1,2,0,3,2051,0.253,0.12,0.75,53.9,0.93
8012,-1,1,0,0,0,3,0,0.0,0.2,1.0,52.15,0.63
8013,-1,0,2,2,0,3,0,0.0,0.12,1.0,49.3,0.74
8021,1,1,4,0,0,2,0,0.0,0.25,1.0,78.06,0.82
8024,1,0,1,4,0,2,1587,0.073,0.12,0.93,51.28,0.88
8026,-1,1,1,0,0,3,2517,0.642,0.33,0.36,50.36,0.68
8027,1,0,0,4,0,1,0,0.0,0.25,1.0,52.06,0.79
8032,1,0,0,3,0,1,0,0.0,0.33,1.0,47.85,0.78
8033,1,0,1,3,0,1,1752,0.616,0.12,0.38,48.55,0.83
8036,-1,1,2,1,0,3,0,0.0,0.2,1.0,44.67,0.81
8037,1,1,1,0,0,2,1539,0.581,0.12,0.42,55.35,0.67
8042,1,1,2,1,0,2,1896,0.671,0.1,0.33,48.04,0.67
8043,1,1,0,0,0,3,2517,0.615,0.25,0.39,54.22,0.79
8046,1,1,1,1,0,2,1313,0.595,0.17,0.4,59.8,0.78
8056,1,1,2,0,0,1,953,0.462,0.12,0.54,53.14,0.74
8059,1,1,2,0,0,2,1127,0.426,0.5,0.57,55.93,0.93
8061,1,1,0,0,0,2,1427,0.408,0.17,0.59,52.54,0.75
8064,1,1,1,0,0,1,0,0.0,0.33,1.0,63.11,0.71
8069,1,0,0,4,0,3,1333,0.06,0.12,0.94,83.37,0.76
8070,1,1,2,0,0,3,0,0.0,0.5,1.0,56.88,0.74
8071,1,0,1,1,0,2,1163,0.521,0.25,0.48,52.31,0.79
8072,1,1,3,1,0,5,0,0.0,0.25,1.0,61.09,0.92
8073,1,0,1,0,0,1,1149,0.303,0.5,0.7,52.41,0.75
8074,1,0,1,1,0,2,1429,0.224,0.25,0.78,61.65,0.7
8077,1,1,4,0,0,3,1514,0.592,0.5,0.41,59.67,0.9
8080,1,1,0,0,0,2,1675,0.677,0.25,0.32,57.58,0.72
8083,-1,1,1,0,0,3,1900,0.81,0.12,0.19,52.06,0.63
8085,-1,1,0,0,0,2,0,0.0,0.25,1.0,62.25,0.73
8086,1,1,1,0,0,1,1528,0.733,0.12,0.27,48.16,0.57
8090,1,1,1,0,0,2,1981,0.879,0.5,0.12,58.74,0.69
8091,-1,1,0,1,0,2,2283,0.86,0.12,0.14,48.69,0.78
8092,1,0,1,2,0,3,1525,0.073,0.5,0.93,62.7,0.83
8093,1,0,2,2,0,1,706,0.214,0.33,0.79,62.79,0.76
8094,1,1,1,0,0,1,0,0.0,0.12,1.0,59.57,0.82
8098,1,0,0,3,0,5,0,0.0,0.25,1.0,58.3,0.79
8099,1,1,2,0,0,3,1405,0.411,0.33,0.59,56.89,0.87
8106,1,1,1,0,0,1,0,0.0,0.1,1.0,53.01,0.85
8108,1,1,1,0,0,3,2149,0.611,0.12,0.39,46.54,0.83
8109,-1,1,4,1,0,3,0,0.0,0.33,1.0,48.17,0.8
8111,1,0,2,1,0,3,1683,0.43,0.17,0.57,66.28,0.89
8116,1,1,1,0,0,4,2517,0.779,0.12,0.22,47.64,0.8
8118,1,1,2,0,0,1,1288,0.501,0.17,0.5,73.68,0.87
8119,1,1,1,0,0,1,2238,0.495,0.25,0.5,57.85,0.72
8120,-1,1,4,0,0,2,0,0.0,0.1,1.0,83.71,0.78
8121,1,1,0,0,0,3,1928,0.768,0.12,0.23,70.61,0.81
8123,-1,1,1,0,0,1,0,0.0,0.17,1.0,64.0,0.42
8124,1,1,4,0,0,3,2139,0.702,0.25,0.3,58.36,0.82
8127,1,1,2,1,0,1,642,0.446,0.33,0.55,58.26,0.74
8129,1,0,1,3,0,1,1309,0.91,0.17,0.09,66.66,0.84
8130,1,1,1,1,0,3,0,0.0,0.33,1.0,56.99,0.64
8131,-1,1,2,1,0,3,0,0.0,0.25,1.0,54.06,0.71
8138,1,1,1,0,0,1,0,0.0,0.25,1.0,65.67,0.81
8139,1,0,4,3,0,1,0,0.0,0.17,1.0,61.22,0.9
8141,1,0,1,1,0,3,0,0.0,0.17,1.0,52.17,0.57
8144,-1,0,2,2,0,3,2517,0.734,0.25,0.27,57.37,0.85
8145,1,1,1,0,0,3,1345,0.765,0.12,0.24,53.72,0.75
8146,-1,0,4,4,0,2,0,0.0,0.12,1.0,61.77,0.68
8150,1,1,0,0,0,3,1802,0.978,0.2,0.02,71.22,0.6
8151,1,0,2,1,0,3,1218,0.558,0.12,0.44,56.15,0.63
8152,-1,0,1,2,0,3,0,0.0,0.17,1.0,63.59,0.77
8153,1,0,1,2,0,2,0,0.0,0.5,1.0,57.58,0.84
8156,1,0,1,3,0,2,1729,0.406,0.5,0.59,48.09,0.84
8157,1,1,2,0,0,3,0,0.0,0.1,1.0,61.52,0.88
8158,1,1,1,0,0,3,2214,0.731,0.12,0.27,53.37,0.93
8160,1,0,0,3,0,2,2349,0.708,0.17,0.29,61.31,0.88
8163,1,1,2,0,0,5,0,0.0,0.25,1.0,66.63,0.79
8164,1,1,1,0,0,2,2517,0.725,0.5,0.28,53.81,0.77
8175,1,1,4,1,0,1,0,0.0,0.25,1.0,57.95,0.71
8176,1,1,0,1,0,2,1461,0.597,0.08,0.4,59.1,0.79
8177,-1,0,2,3,0,3,0,0.0,0.17,1.0,76.03,0.87
8178,1,1,3,1,0,1,1660,0.552,0.12,0.45,63.69,0.64
8185,1,0,1,3,1,3,0,0.0,0.25,1.0,53.94,0.84
8186,-1,1,1,0,0,3,0,0.0,0.25,1.0,61.8,0.82
8187,1,1,1,0,0,2,1158,0.567,0.33,0.43,56.95,0.77
8189,1,1,1,0,0,3,985,0.627,0.25,0.37,76.81,0.67
8192,1,1,1,0,0,1,0,0.0,0.1,1.0,67.7,0.84
8194,1,1,2,0,0,1,1194,0.557,1.0,0.44,57.12,0.68
8195,1,0,0,1,0,3,1484,0.173,0.12,0.83,47.13,0.83
8196,1,0,0,3,0,2,0,0.0,0.12,1.0,58.43,0.7
8197,1,1,2,0,0,3,0,0.0,0.5,1.0,52.56,0.68
8198,1,1,1,0,0,3,2517,0.894,0.33,0.11,55.37,0.92
8204,-1,1,1,0,0,3,1614,0.6,0.2,0.4,39.86,0.72
8206,1,1,1,0,0,1,1822,0.574,0.25,0.43,68.77,0.67
8215,1,1,1,0,0,3,1347,0.608,0.5,0.39,64.67,0.86
8219,1,1,1,0,0,2,1160,0.366,0.17,0.63,50.16,0.55
8220,-1,1,1,0,0,2,1012,0.413,0.25,0.59,82.69,0.7
8221,1,1,0,0,0,1,0,0.0,0.33,1.0,54.64,0.83
8225,1,1,1,1,0,2,1538,0.338,0.5,0.66,52.62,0.7
8229,1,1,1,0,0,2,1255,0.598,0.25,0.4,50.47,0.83
8230,1,0,1,3,0,1,989,0.499,0.1,0.5,63.31,0.77
8232,1,0,2,3,0,1,1007,0.128,0.33,0.87,58.36,0.69
8233,1,1,1,1,0,3,1687,0.506,0.25,0.49,58.71,0.74
8234,1,1,3,0,0,3,1398,0.81,0.33,0.19,76.88,0.79
8235,1,1,4,0,0,6,1523,0.522,0.12,0.48,53.02,0.6
8237,1,0,4,1,0,2,1545,0.807,0.33,0.19,48.89,0.63
8239,1,1,2,0,0,1,1542,0.746,0.25,0.25,64.3,0.85
8240,1,1,1,1,0,3,1115,0.515,0.5,0.48,62.91,0.74
8242,1,1,1,0,0,2,0,0.0,0.25,1.0,59.73,0.56
8244,1,1,0,0,0,2,1265,0.556,0.33,0.44,73.06,0.64
8245,1,1,1,0,0,1,1169,0.813,0.1,0.19,56.78,0.91
8247,1,1,1,0,0,3,1303,0.479,0.25,0.52,51.0,0.79
8248,1,0,1,2,1,1,2045,0.059,0.5,0.94,75.57,0.7
8253,1,0,2,3,0,3,0,0.0,0.25,1.0,51.16,0.83
8254,1,0,0,4,0,2,0,0.0,0.17,1.0,84.61,0.72
8255,1,1,1,0,0,2,1807,0.636,0.17,0.36,56.77,0.89
8256,1,1,0,0,0,2,1777,0.971,0.5,0.03,69.36,0.7
8257,1,0,4,4,0,1,1204,0.51,0.17,0.49,45.07,0.84
8258,1,0,1,3,0,3,1882,0.506,0.25,0.49,51.29,0.81
8260,1,0,0,3,0,1,1195,0.522,0.12,0.48,59.7,0.81
8262,1,1,0,0,0,2,894,0.622,0.12,0.38,55.14,0.73
8267,-1,1,1,0,0,3,2426,0.831,0.12,0.17,67.07,0.68
8269,1,1,2,0,0,3,1685,0.416,0.25,0.58,48.85,0.82
8270,1,0,4,2,0,3,1162,0.808,0.2,0.19,53.47,0.87
8271,1,0,2,3,0,2,2025,0.186,0.17,0.81,55.08,0.7
8272,1,0,4,3,0,1,2006,0.581,0.2,0.42,61.15,0.71
8273,1,0,1,3,0,2,2171,0.105,0.12,0.9,61.74,0.8
8274,1,1,3,0,0,3,1568,0.632,0.5,0.37,64.72,0.88
8275,1,0,1,3,0,3,2050,0.849,0.5,0.15,63.08,0.87
8276,1,1,2,0,0,3,0,0.0,0.1,1.0,54.6,1.09
8278,1,1,4,0,0,2,0,0.0,0.12,1.0,53.4,0.77
8279,1,1,1,0,0,2,1861,0.715,0.2,0.28,61.58,0.71
8281,1,0,1,3,0,2,0,0.0,0.08,1.0,65.26,0.73
8288,1,1,1,0,0,2,541,0.096,0.25,0.9,55.15,0.67
8291,1,1,2,1,0,1,683,0.186,0.17,0.81,62.79,0.86
8296,1,0,1,3,0,3,1780,0.473,0.5,0.53,61.22,0.72
8297,-1,1,1,0,0,3,1573,0.286,0.12,0.71,53.69,0.88
8298,1,1,4,0,0,2,747,0.21,0.17,0.79,57.24,0.82
8301,1,0,1,0,0,3,1504,0.439,0.1,0.56,52.83,0.51
8303,1,1,2,0,0,5,1313,0.537,0.2,0.46,75.56,0.76
8308,1,0,2,4,0,3,0,0.0,0.25,1.0,60.27,0.75
8312,1,1,2,1,0,3,1787,0.568,0.17,0.43,71.01,0.9
8313,1,1,3,1,0,2,1851,0.679,0.1,0.32,57.69,0.85
8314,1,1,1,0,0,2,994,0.53,0.17,0.47,53.77,0.68
8315,-1,0,0,4,0,3,2517,0.353,0.12,0.65,54.88,0.78
8318,1,0,0,3,0,1,0,0.0,0.17,1.0,58.5,0.86
8322,1,1,1,1,0,3,2517,0.882,0.12,0.12,76.48,0.8
8328,1,1,0,1,0,3,0,0.0,0.12,1.0,63.89,0.77
8330,1,1,1,0,0,1,1765,0.689,0.5,0.31,58.64,0.85
8331,1,1,1,0,0,3,1738,0.917,0.2,0.08,61.17,0.72
8333,1,1,0,0,0,1,1929,0.743,1.0,0.26,54.32,0.8
8335,1,1,0,0,0,3,966,0.598,0.12,0.4,64.51,0.58
8336,1,0,0,3,0,1,1738,0.263,0.08,0.74,66.08,0.86
8337,-1,1,0,0,0,2,0,0.0,0.1,1.0,47.37,0.72
8338,1,1,1,1,0,1,1908,0.628,0.12,0.37,76.93,0.66
8340,1,0,2,1,0,3,2222,0.501,0.2,0.5,52.47,0.71
8343,1,1,2,0,0,2,1554,0.471,0.25,0.53,53.91,0.95
8345,1,0,2,1,0,2,1775,0.317,0.12,0.68,56.17,0.78
8348,1,1,0,0,0,3,1173,0.509,0.2,0.49,69.0,0.78
8349,1,1,0,1,0,3,2517,0.264,0.25,0.74,60.81,0.8
8352,1,1,2,0,0,1,1388,0.472,0.25,0.53,60.43,0.73
8353,1,1,1,0,0,1,1288,0.473,0.25,0.53,55.61,0.73
8357,-1,1,1,1,0,4,710,0.153,0.5,0.85,58.71,0.84
8360,-1,0,4,3,0,2,2517,0.192,0.2,0.81,52.1,0.82
8363,1,0,0,3,0,2,0,0.0,0.1,1.0,61.15,0.82
8365,1,1,1,1,0,2,1103,0.514,0.25,0.49,73.61,0.95
8368,1,1,1,1,0,3,1747,0.519,0.25,0.48,62.16,0.8
8369,1,1,1,1,0,3,1060,0.255,1.0,0.74,50.29,0.86
8372,1,1,2,0,0,1,1115,0.629,0.12,0.37,57.9,0.83
8376,1,1,0,1,0,1,2070,0.528,0.1,0.47,68.12,0.8
8378,-1,1,1,0,0,3,0,0.0,0.25,1.0,60.95,0.88
8382,1,0,2,3,0,3,841,0.254,0.1,0.75,56.99,0.55
8383,1,1,1,0,0,4,2071,0.675,0.1,0.32,77.8,0.65
8385,1,1,0,1,0,3,2517,0.825,0.17,0.17,62.64,0.73
8392,1,1,1,0,0,1,1495,0.684,0.12,0.32,59.11,0.75
8394,1,1,2,1,0,1,2517,0.791,0.2,0.21,63.76,0.61
8400,1,1,2,0,0,3,718,0.499,0.17,0.5,62.63,0.71
8401,1,1,1,1,0,3,0,0.0,0.17,1.0,46.38,1.06
8414,1,1,2,0,0,2,1276,0.609,0.33,0.39,60.07,0.82
8418,1,1,1,0,0,2,1540,0.67,0.12,0.33,63.63,0.81
8420,1,1,4,0,0,3,920,0.606,0.25,0.39,73.43,0.81
